"","Player","Season","Cluster"
"2214","Shannon Brown","2008-09",11
"2215","Shaquille O'Neal","2008-09",25
"2216","Shaun Livingston","2008-09",5
"2217","Shavlik Randolph","2008-09",15
"2218","Shawn Marion","2008-09",23
"2219","Shawne Williams","2008-09",6
"2220","Shelden Williams","2008-09",12
"2221","Solomon Jones","2008-09",24
"2222","Sonny Weems","2008-09",8
"2223","Speedy Claxton","2008-09",2
"2224","Spencer Hawes","2008-09",4
"2225","Stephen Graham","2008-09",13
"2226","Stephen Jackson","2008-09",13
"2227","Stephon Marbury","2008-09",3
"2228","Steve Blake","2008-09",3
"2229","Steve Nash","2008-09",13
"2230","Steve Novak","2008-09",9
"2231","Steven Hill","2008-09",16
"2232","Stromile Swift","2008-09",12
"2233","Sun Yue","2008-09",9
"2234","T.J. Ford","2008-09",2
"2235","Tarence Kinsey","2008-09",11
"2236","Tayshaun Prince","2008-09",5
"2237","Thabo Sefolosha","2008-09",5
"2238","Thaddeus Young","2008-09",5
"2239","Theo Ratliff","2008-09",23
"2240","Thomas Gardner","2008-09",9
"2241","Tim Duncan","2008-09",25
"2242","Tim Thomas","2008-09",14
"2243","Tony Allen","2008-09",11
"2244","Tony Battie","2008-09",18
"2245","Tony Parker","2008-09",2
"2246","Tracy McGrady","2008-09",13
"2247","Travis Diener","2008-09",21
"2248","Travis Outlaw","2008-09",13
"2249","Trenton Hassell","2008-09",5
"2250","Trevor Ariza","2008-09",21
"2251","Trey Johnson","2008-09",8
"2252","Troy Murphy","2008-09",6
"2253","Tyronn Lue","2008-09",3
"2254","Tyrus Thomas","2008-09",17
"2255","Tyson Chandler","2008-09",23
"2256","Udonis Haslem","2008-09",18
"2257","Vince Carter","2008-09",13
"2258","Vladimir Radmanovic","2008-09",9
"2259","Von Wafer","2008-09",13
"2260","Wally Szczerbiak","2008-09",3
"2261","Walter Herrmann","2008-09",9
"2262","Walter Sharpe","2008-09",6
"2263","Will Bynum","2008-09",2
"2264","Will Solomon","2008-09",3
"2265","Willie Green","2008-09",3
"2266","Wilson Chandler","2008-09",6
"2267","Yakhouba Diawara","2008-09",9
"2268","Yao Ming","2008-09",12
"2269","Yi Jianlian","2008-09",6
"2270","Zach Randolph","2008-09",17
"2271","Zaza Pachulia","2008-09",20
"2272","Zydrunas Ilgauskas","2008-09",17
"2273","A.J. Price","2009-10",13
"2274","Aaron Brooks","2009-10",18
"2275","Aaron Gray","2009-10",6
"2276","Acie Law","2009-10",16
"2277","Adam Morrison","2009-10",23
"2278","Al Harrington","2009-10",13
"2279","Al Horford","2009-10",11
"2280","Al Jefferson","2009-10",1
"2281","Al Thornton","2009-10",5
"2282","Alando Tucker","2009-10",16
"2283","Alexis Ajinca","2009-10",21
"2284","Allen Iverson","2009-10",10
"2285","Alonzo Gee","2009-10",16
"2286","Amar'e Stoudemire","2009-10",1
"2287","Amir Johnson","2009-10",6
"2288","Anderson Varejao","2009-10",6
"2289","Andray Blatche","2009-10",25
"2290","Andre Iguodala","2009-10",23
"2291","Andre Miller","2009-10",16
"2292","Andrea Bargnani","2009-10",7
"2293","Andrei Kirilenko","2009-10",16
"2294","Andres Nocioni","2009-10",13
"2295","Andrew Bogut","2009-10",15
"2296","Andrew Bynum","2009-10",15
"2297","Andris Biedrins","2009-10",11
"2298","Antawn Jamison","2009-10",9
"2299","Anthony Carter","2009-10",24
"2300","Anthony Johnson","2009-10",24
"2301","Anthony Morrow","2009-10",2
"2302","Anthony Parker","2009-10",2
"2303","Anthony Randolph","2009-10",1
"2304","Anthony Tolliver","2009-10",7
"2305","Antoine Wright","2009-10",2
"2306","Antonio Anderson","2009-10",8
"2307","Antonio McDyess","2009-10",8
"2308","Arron Afflalo","2009-10",2
"2309","Austin Daye","2009-10",7
"2310","Baron Davis","2009-10",18
"2311","Ben Gordon","2009-10",23
"2312","Ben Wallace","2009-10",6
"2313","Beno Udrih","2009-10",23
"2314","Bobby Brown","2009-10",3
"2315","Bobby Simmons","2009-10",17
"2316","Boris Diaw","2009-10",24
"2317","Brad Miller","2009-10",9
"2318","Brandon Bass","2009-10",25
"2319","Brandon Jennings","2009-10",23
"2320","Brandon Roy","2009-10",20
"2321","Brandon Rush","2009-10",2
"2322","Brendan Haywood","2009-10",6
"2323","Brian Cardinal","2009-10",22
"2324","Brian Cook","2009-10",9
"2325","Brian Scalabrine","2009-10",2
"2326","Brian Skinner","2009-10",21
"2327","Brook Lopez","2009-10",15
"2328","Byron Mullens","2009-10",8
"2329","Carl Landry","2009-10",16
"2330","Carlos Arroyo","2009-10",5
"2331","Carlos Boozer","2009-10",1
"2332","Carlos Delfino","2009-10",17
"2333","Carmelo Anthony","2009-10",20
"2334","Caron Butler","2009-10",25
"2335","Cartier Martin","2009-10",7
"2336","Cedric Jackson","2009-10",18
"2337","Channing Frye","2009-10",17
"2338","Charles Hayes","2009-10",6
"2339","Charlie Bell","2009-10",2
"2340","Charlie Villanueva","2009-10",17
"2341","Chase Budinger","2009-10",13
"2342","Chauncey Billups","2009-10",20
"2343","Chris Andersen","2009-10",6
"2344","Chris Bosh","2009-10",1
"2345","Chris Douglas-Roberts","2009-10",5
"2346","Chris Duhon","2009-10",2
"2347","Chris Hunter","2009-10",21
"2348","Chris Kaman","2009-10",1
"2349","Chris Paul","2009-10",23
"2350","Chris Quinn","2009-10",2
"2351","Chris Richard","2009-10",6
"2352","Chris Wilcox","2009-10",15
"2353","Chucky Atkins","2009-10",2
"2354","CJ Miles","2009-10",13
"2355","CJ Watson","2009-10",24
"2356","Coby Karl","2009-10",24
"2357","Corey Brewer","2009-10",23
"2358","Corey Maggette","2009-10",20
"2359","Courtney Lee","2009-10",24
"2360","Craig Smith","2009-10",14
"2361","D.J. Augustin","2009-10",18
"2362","Daequan Cook","2009-10",3
"2363","Dahntay Jones","2009-10",10
"2364","DaJuan Summers","2009-10",23
"2365","Damien Wilkins","2009-10",5
"2366","Dan Gadzuric","2009-10",6
"2367","Daniel Gibson","2009-10",2
"2368","Danilo Gallinari","2009-10",13
"2369","Danny Granger","2009-10",20
"2370","Danny Green","2009-10",13
"2371","Dante Cunningham","2009-10",8
"2372","Darius Songaila","2009-10",8
"2373","Darko Milicic","2009-10",21
"2374","Darnell Jackson","2009-10",21
"2375","Darrell Arthur","2009-10",8
"2376","Darren Collison","2009-10",5
"2377","David Andersen","2009-10",9
"2378","David Lee","2009-10",1
"2379","David West","2009-10",25
"2380","DeAndre Jordan","2009-10",6
"2381","DeJuan Blair","2009-10",6
"2382","Delonte West","2009-10",5
"2383","DeMar DeRozan","2009-10",5
"2384","DeMarre Carroll","2009-10",8
"2385","Derek Fisher","2009-10",24
"2386","Deron Williams","2009-10",18
"2387","Derrick Brown","2009-10",16
"2388","Derrick Rose","2009-10",10
"2389","DeSagana Diop","2009-10",21
"2390","DeShawn Stevenson","2009-10",2
"2391","Desmond Mason","2009-10",21
"2392","Devean George","2009-10",2
"2393","Devin Brown","2009-10",13
"2394","Devin Harris","2009-10",18
"2395","Dirk Nowitzki","2009-10",25
"2396","DJ Mbenga","2009-10",8
"2397","DJ White","2009-10",25
"2398","Dominic McGuire","2009-10",11
"2399","Donte Greene","2009-10",7
"2400","Dorell Wright","2009-10",7
"2401","Drew Gooden","2009-10",15
"2402","Dwayne Jones","2009-10",12
"2403","Dwight Howard","2009-10",12
"2404","Dwyane Wade","2009-10",20
"2405","Earl Barron","2009-10",1
"2406","Earl Boykins","2009-10",10
"2407","Earl Clark","2009-10",25
"2408","Earl Watson","2009-10",24
"2409","Eddie House","2009-10",3
"2410","Eddy Curry","2009-10",14
"2411","Eduardo Najera","2009-10",2
"2412","Elton Brand","2009-10",25
"2413","Emeka Okafor","2009-10",15
"2414","Eric Gordon","2009-10",18
"2415","Eric Maynor","2009-10",24
"2416","Erick Dampier","2009-10",6
"2417","Ersan Ilyasova","2009-10",9
"2418","Etan Thomas","2009-10",21
"2419","Fabricio Oberto","2009-10",22
"2420","Francisco Elson","2009-10",8
"2421","Francisco Garcia","2009-10",3
"2422","Garrett Temple","2009-10",18
"2423","George Hill","2009-10",18
"2424","Gerald Henderson","2009-10",16
"2425","Gerald Wallace","2009-10",14
"2426","Gilbert Arenas","2009-10",20
"2427","Glen Davis","2009-10",15
"2428","Goran Dragic","2009-10",18
"2429","Grant Hill","2009-10",5
"2430","Greg Oden","2009-10",6
"2431","Hakim Warrick","2009-10",16
"2432","Hamed Haddadi","2009-10",6
"2433","Hasheem Thabeet","2009-10",6
"2434","Hedo Turkoglu","2009-10",7
"2435","Henry Walker","2009-10",2
"2436","Hilton Armstrong","2009-10",21
"2437","Ian Mahinmi","2009-10",14
"2438","Ime Udoka","2009-10",7
"2439","J.R. Giddens","2009-10",21
"2440","J.R. Smith","2009-10",13
"2441","Jamaal Magloire","2009-10",6
"2442","Jamaal Tinsley","2009-10",24
"2443","Jamal Crawford","2009-10",23
"2444","Jamario Moon","2009-10",7
"2445","Jameer Nelson","2009-10",18
"2446","James Harden","2009-10",18
"2447","James Johnson","2009-10",21
"2448","James Jones","2009-10",2
"2449","James Posey","2009-10",17
"2450","James Singleton","2009-10",11
"2451","Jannero Pargo","2009-10",3
"2452","Jared Dudley","2009-10",2
"2453","Jared Jeffries","2009-10",21
"2454","Jarrett Jack","2009-10",18
"2455","Jarron Collins","2009-10",21
"2456","Jarvis Hayes","2009-10",3
"2457","Jason Collins","2009-10",8
"2458","Jason Hart","2009-10",22
"2459","Jason Kapono","2009-10",3
"2460","Jason Kidd","2009-10",2
"2461","Jason Maxiell","2009-10",15
"2462","Jason Richardson","2009-10",13
"2463","Jason Smith","2009-10",21
"2464","Jason Terry","2009-10",23
"2465","Jason Thompson","2009-10",1
"2466","Jason Williams","2009-10",2
"2467","JaVale McGee","2009-10",15
"2468","Jawad Williams","2009-10",2
"2469","Jeff Ayres","2009-10",21
"2470","Jeff Foster","2009-10",6
"2471","Jeff Green","2009-10",7
"2472","Jeff Teague","2009-10",24
"2473","Jermaine O'Neal","2009-10",25
"2474","Jermaine Taylor","2009-10",16
"2475","Jerry Stackhouse","2009-10",23
"2476","Jerryd Bayless","2009-10",16
"2477","JJ Hickson","2009-10",15
"2478","JJ Redick","2009-10",18
"2479","Joakim Noah","2009-10",11
"2480","Jodie Meeks","2009-10",13
"2481","Joe Alexander","2009-10",22
"2482","Joe Johnson","2009-10",23
"2483","Joe Smith","2009-10",8
"2484","Joel Anthony","2009-10",21
"2485","Joel Przybilla","2009-10",6
"2486","Joey Dorsey","2009-10",6
"2487","Joey Graham","2009-10",21
"2488","Johan Petro","2009-10",11
"2489","John Salmons","2009-10",23
"2490","Jon Brockman","2009-10",6
"2491","Jonas Jerebko","2009-10",21
"2492","Jonathan Bender","2009-10",7
"2493","Jonny Flynn","2009-10",18
"2494","Jordan Farmar","2009-10",2
"2495","Jordan Hill","2009-10",15
"2496","Jose Calderon","2009-10",24
"2497","Jose Juan Barea","2009-10",24
"2498","Josh Boone","2009-10",6
"2499","Josh Howard","2009-10",10
"2500","Josh McRoberts","2009-10",21
"2501","Josh Powell","2009-10",8
"2502","Josh Smith","2009-10",15
"2503","Jrue Holiday","2009-10",24
"2504","Julian Wright","2009-10",5
"2505","Juwan Howard","2009-10",8
"2506","Kareem Rush","2009-10",24
"2507","Keith Bogans","2009-10",2
"2508","Kelenna Azubuike","2009-10",7
"2509","Kendrick Perkins","2009-10",15
"2510","Kenny Thomas","2009-10",6
"2511","Kenyon Martin","2009-10",11
"2512","Kevin Durant","2009-10",20
"2513","Kevin Garnett","2009-10",25
"2514","Kevin Love","2009-10",1
"2515","Kevin Martin","2009-10",20
"2516","Kevin Ollie","2009-10",5
"2517","Keyon Dooling","2009-10",3
"2518","Kirk Hinrich","2009-10",3
"2519","Kobe Bryant","2009-10",20
"2520","Kosta Koufos","2009-10",15
"2521","Kris Humphries","2009-10",1
"2522","Kurt Thomas","2009-10",8
"2523","Kwame Brown","2009-10",15
"2524","Kyle Korver","2009-10",3
"2525","Kyle Lowry","2009-10",18
"2526","Kyle Weaver","2009-10",2
"2527","Kyrylo Fesenko","2009-10",6
"2528","Lamar Odom","2009-10",11
"2529","LaMarcus Aldridge","2009-10",25
"2530","Larry Hughes","2009-10",23
"2531","Leandro Barbosa","2009-10",13
"2532","LeBron James","2009-10",20
"2533","Leon Powe","2009-10",14
"2534","Lester Hudson","2009-10",23
"2535","Lindsey Hunter","2009-10",2
"2536","Lou Amundson","2009-10",6
"2537","Lou Williams","2009-10",18
"2538","Luc Mbah a Moute","2009-10",21
"2539","Luis Scola","2009-10",1
"2540","Luke Ridnour","2009-10",23
"2541","Luke Walton","2009-10",24
"2542","Luol Deng","2009-10",25
"2543","Luther Head","2009-10",23
"2544","Malik Allen","2009-10",8
"2545","Malik Hairston","2009-10",5
"2546","Manu Ginobili","2009-10",18
"2547","Marc Gasol","2009-10",15
"2548","Marcin Gortat","2009-10",6
"2549","Marco Belinelli","2009-10",18
"2550","Marcus Banks","2009-10",18
"2551","Marcus Camby","2009-10",11
"2552","Marcus Haislip","2009-10",9
"2553","Marcus Landry","2009-10",17
"2554","Marcus Thornton","2009-10",13
"2555","Marcus Williams","2009-10",24
"2556","Mardy Collins","2009-10",24
"2557","Mario Chalmers","2009-10",2
"2558","Mario West","2009-10",22
"2559","Marquis Daniels","2009-10",5
"2560","Marreese Speights","2009-10",25
"2561","Martell Webster","2009-10",13
"2562","Marvin Williams","2009-10",5
"2563","Matt Barnes","2009-10",7
"2564","Matt Bonner","2009-10",17
"2565","Matt Carroll","2009-10",3
"2566","Maurice Evans","2009-10",2
"2567","Mehmet Okur","2009-10",9
"2568","Metta World Peace","2009-10",2
"2569","Michael Beasley","2009-10",25
"2570","Michael Finley","2009-10",3
"2571","Michael Harris","2009-10",15
"2572","Michael Redd","2009-10",23
"2573","Mickael Pietrus","2009-10",13
"2574","Mike Bibby","2009-10",3
"2575","Mike Conley","2009-10",24
"2576","Mike Dunleavy","2009-10",13
"2577","Mike James","2009-10",10
"2578","Mike Miller","2009-10",7
"2579","Mike Wilks","2009-10",24
"2580","Mikki Moore","2009-10",8
"2581","Mo Williams","2009-10",23
"2582","Monta Ellis","2009-10",10
"2583","Morris Peterson","2009-10",13
"2584","Nate Robinson","2009-10",13
"2585","Nathan Jawai","2009-10",15
"2586","Nazr Mohammed","2009-10",15
"2587","Nenad Krstic","2009-10",8
"2588","Nene","2009-10",15
"2589","Nick Collison","2009-10",21
"2590","Nick Young","2009-10",23
"2591","Nicolas Batum","2009-10",2
"2592","O.J. Mayo","2009-10",23
"2593","Oleksiy Pecherov","2009-10",9
"2594","Oliver Lafayette","2009-10",3
"2595","Omri Casspi","2009-10",7
"2596","Othello Hunter","2009-10",15
"2597","Othyus Jeffers","2009-10",14
"2598","Patrick O'Bryant","2009-10",21
"2599","Patty Mills","2009-10",10
"2600","Pau Gasol","2009-10",15
"2601","Paul Davis","2009-10",4
"2602","Paul Millsap","2009-10",15
"2603","Paul Pierce","2009-10",18
"2604","Peja Stojakovic","2009-10",13
"2605","Pops Mensah-Bonsu","2009-10",14
"2606","Primoz Brezec","2009-10",8
"2607","Quentin Richardson","2009-10",17
"2608","Quinton Ross","2009-10",24
"2609","Rafer Alston","2009-10",24
"2610","Raja Bell","2009-10",3
"2611","Rajon Rondo","2009-10",5
"2612","Ramon Sessions","2009-10",16
"2613","Randolph Morris","2009-10",14
"2614","Randy Foye","2009-10",23
"2615","Rashard Lewis","2009-10",13
"2616","Rasheed Wallace","2009-10",17
"2617","Rasho Nesterovic","2009-10",8
"2618","Rasual Butler","2009-10",3
"2619","Ray Allen","2009-10",13
"2620","Raymond Felton","2009-10",5
"2621","Reggie Evans","2009-10",14
"2622","Reggie Williams","2009-10",7
"2623","Renaldo Balkman","2009-10",11
"2624","Richard Hamilton","2009-10",10
"2625","Richard Jefferson","2009-10",5
"2626","Ricky Davis","2009-10",23
"2627","Robin Lopez","2009-10",15
"2628","Rodney Carney","2009-10",17
"2629","Rodney Stuckey","2009-10",10
"2630","Rodrigue Beaubois","2009-10",13
"2631","Roger Mason Jr.","2009-10",3
"2632","Roko Leni Ukic","2009-10",18
"2633","Ronald Murray","2009-10",23
"2634","Ronnie Brewer","2009-10",5
"2635","Ronnie Price","2009-10",24
"2636","Ronny Turiaf","2009-10",21
"2637","Roy Hibbert","2009-10",15
"2638","Royal Ivey","2009-10",2
"2639","Rudy Fernandez","2009-10",2
"2640","Rudy Gay","2009-10",5
"2641","Russell Westbrook","2009-10",10
"2642","Ryan Anderson","2009-10",17
"2643","Ryan Bowen","2009-10",19
"2644","Ryan Gomes","2009-10",23
"2645","Ryan Hollins","2009-10",21
"2646","Sam Young","2009-10",16
"2647","Samuel Dalembert","2009-10",11
"2648","Sasha Pavlovic","2009-10",3
"2649","Sasha Vujacic","2009-10",3
"2650","Sean Marks","2009-10",6
"2651","Sean May","2009-10",25
"2652","Sean Williams","2009-10",21
"2653","Sebastian Telfair","2009-10",24
"2654","Serge Ibaka","2009-10",11
"2655","Sergio Rodriguez","2009-10",18
"2656","Shane Battier","2009-10",2
"2657","Shannon Brown","2009-10",23
"2658","Shaquille O'Neal","2009-10",14
"2659","Shaun Livingston","2009-10",5
"2660","Shavlik Randolph","2009-10",6
"2661","Shawn Marion","2009-10",21
"2662","Shelden Williams","2009-10",15
"2663","Solomon Jones","2009-10",8
"2664","Sonny Weems","2009-10",5
"2665","Spencer Hawes","2009-10",21
"2666","Stephen Curry","2009-10",23
"2667","Stephen Graham","2009-10",5
"2668","Stephen Jackson","2009-10",23
"2669","Steve Blake","2009-10",2
"2670","Steve Nash","2009-10",23
"2671","Steve Novak","2009-10",3
"2672","Steven Hunter","2009-10",14
"2673","Sundiata Gaines","2009-10",20
"2674","T.J. Ford","2009-10",5
"2675","Taj Gibson","2009-10",15
"2676","Taylor Griffin","2009-10",10
"2677","Tayshaun Prince","2009-10",5
"2678","Terrence Williams","2009-10",7
"2679","Thabo Sefolosha","2009-10",7
"2680","Thaddeus Young","2009-10",5
"2681","Theo Ratliff","2009-10",21
"2682","Tim Duncan","2009-10",1
"2683","Tim Thomas","2009-10",13
"2684","Toney Douglas","2009-10",13
"2685","Tony Allen","2009-10",16
"2686","Tony Battie","2009-10",8
"2687","Tony Parker","2009-10",10
"2688","Tracy McGrady","2009-10",23
"2689","Travis Diener","2009-10",2
"2690","Travis Outlaw","2009-10",13
"2691","Trenton Hassell","2009-10",5
"2692","Trevor Ariza","2009-10",13
"2693","Trey Gilder","2009-10",8
"2694","Troy Murphy","2009-10",9
"2695","Ty Lawson","2009-10",18
"2696","Tyler Hansbrough","2009-10",1
"2697","Tyreke Evans","2009-10",16
"2698","Tyrus Thomas","2009-10",1
"2699","Tyson Chandler","2009-10",6
"2700","Udonis Haslem","2009-10",25
"2701","Vince Carter","2009-10",18
"2702","Vladimir Radmanovic","2009-10",7
"2703","Wayne Ellington","2009-10",3
"2704","Wesley Matthews","2009-10",18
"2705","Will Bynum","2009-10",5
"2706","Will Conroy","2009-10",24
"2707","Willie Green","2009-10",23
"2708","Wilson Chandler","2009-10",5
"2709","Yakhouba Diawara","2009-10",2
"2710","Yi Jianlian","2009-10",25
"2711","Zach Randolph","2009-10",1
"2712","Zaza Pachulia","2009-10",15
"2713","Zydrunas Ilgauskas","2009-10",8
"2714","A.J. Price","2010-11",23
"2715","Aaron Brooks","2010-11",23
"2716","Aaron Gray","2010-11",18
"2717","Acie Law","2010-11",10
"2718","Al Harrington","2010-11",11
"2719","Al Horford","2010-11",15
"2720","Al Jefferson","2010-11",22
"2721","Al Thornton","2010-11",7
"2722","Al-Farouq Aminu","2010-11",11
"2723","Alexis Ajinca","2010-11",20
"2724","Alonzo Gee","2010-11",10
"2725","Amar'e Stoudemire","2010-11",22
"2726","Amir Johnson","2010-11",21
"2727","Anderson Varejao","2010-11",18
"2728","Andray Blatche","2010-11",22
"2729","Andre Iguodala","2010-11",10
"2730","Andre Miller","2010-11",7
"2731","Andrea Bargnani","2010-11",2
"2732","Andrei Kirilenko","2010-11",10
"2733","Andres Nocioni","2010-11",11
"2734","Andrew Bogut","2010-11",18
"2735","Andrew Bynum","2010-11",18
"2736","Andris Biedrins","2010-11",18
"2737","Andy Rautins","2010-11",23
"2738","Antawn Jamison","2010-11",20
"2739","Anthony Carter","2010-11",24
"2740","Anthony Morrow","2010-11",1
"2741","Anthony Parker","2010-11",24
"2742","Anthony Randolph","2010-11",22
"2743","Anthony Tolliver","2010-11",20
"2744","Antoine Wright","2010-11",1
"2745","Antonio Daniels","2010-11",24
"2746","Antonio McDyess","2010-11",15
"2747","Armon Johnson","2010-11",10
"2748","Arron Afflalo","2010-11",24
"2749","Austin Daye","2010-11",11
"2750","Avery Bradley","2010-11",7
"2751","Baron Davis","2010-11",23
"2752","Ben Gordon","2010-11",1
"2753","Ben Uzoh","2010-11",10
"2754","Ben Wallace","2010-11",18
"2755","Beno Udrih","2010-11",7
"2756","Blake Griffin","2010-11",6
"2757","Bobby Simmons","2010-11",9
"2758","Boris Diaw","2010-11",24
"2759","Brad Miller","2010-11",20
"2760","Brandan Wright","2010-11",21
"2761","Brandon Bass","2010-11",22
"2762","Brandon Jennings","2010-11",23
"2763","Brandon Roy","2010-11",25
"2764","Brandon Rush","2010-11",1
"2765","Brendan Haywood","2010-11",12
"2766","Brian Cardinal","2010-11",9
"2767","Brian Cook","2010-11",11
"2768","Brian Scalabrine","2010-11",19
"2769","Brook Lopez","2010-11",22
"2770","Byron Mullens","2010-11",14
"2771","Carl Landry","2010-11",22
"2772","Carlos Arroyo","2010-11",24
"2773","Carlos Boozer","2010-11",14
"2774","Carlos Delfino","2010-11",9
"2775","Carmelo Anthony","2010-11",2
"2776","Caron Butler","2010-11",25
"2777","Cartier Martin","2010-11",1
"2778","Channing Frye","2010-11",11
"2779","Charles Hayes","2010-11",18
"2780","Charlie Bell","2010-11",1
"2781","Charlie Villanueva","2010-11",11
"2782","Chase Budinger","2010-11",11
"2783","Chauncey Billups","2010-11",13
"2784","Chris Andersen","2010-11",12
"2785","Chris Bosh","2010-11",22
"2786","Chris Douglas-Roberts","2010-11",7
"2787","Chris Duhon","2010-11",24
"2788","Chris Johnson","2010-11",12
"2789","Chris Kaman","2010-11",22
"2790","Chris Paul","2010-11",7
"2791","Chris Quinn","2010-11",1
"2792","Chris Wilcox","2010-11",21
"2793","Christian Eyenga","2010-11",24
"2794","CJ Miles","2010-11",23
"2795","CJ Watson","2010-11",25
"2796","Cole Aldrich","2010-11",8
"2797","Corey Brewer","2010-11",10
"2798","Corey Maggette","2010-11",2
"2799","Courtney Lee","2010-11",24
"2800","Craig Brackins","2010-11",1
"2801","Craig Smith","2010-11",21
"2802","D.J. Augustin","2010-11",23
"2803","Daequan Cook","2010-11",9
"2804","Dahntay Jones","2010-11",7
"2805","DaJuan Summers","2010-11",25
"2806","Damien Wilkins","2010-11",10
"2807","Damion James","2010-11",15
"2808","Dan Gadzuric","2010-11",21
"2809","Daniel Gibson","2010-11",23
"2810","Danilo Gallinari","2010-11",13
"2811","Danny Granger","2010-11",13
"2812","Danny Green","2010-11",9
"2813","Dante Cunningham","2010-11",15
"2814","Darius Songaila","2010-11",19
"2815","Darko Milicic","2010-11",21
"2816","Darnell Jackson","2010-11",15
"2817","Darrell Arthur","2010-11",22
"2818","Darren Collison","2010-11",7
"2819","David Andersen","2010-11",15
"2820","David Lee","2010-11",14
"2821","David West","2010-11",22
"2822","DeAndre Jordan","2010-11",18
"2823","DeJuan Blair","2010-11",21
"2824","Delonte West","2010-11",24
"2825","DeMar DeRozan","2010-11",7
"2826","DeMarcus Cousins","2010-11",22
"2827","DeMarre Carroll","2010-11",19
"2828","Derek Fisher","2010-11",24
"2829","Deron Williams","2010-11",13
"2830","Derrick Brown","2010-11",8
"2831","Derrick Caracter","2010-11",21
"2832","Derrick Favors","2010-11",21
"2833","Derrick Rose","2010-11",13
"2834","DeSagana Diop","2010-11",8
"2835","DeShawn Stevenson","2010-11",9
"2836","Devin Ebanks","2010-11",3
"2837","Devin Harris","2010-11",13
"2838","Dexter Pittman","2010-11",16
"2839","Dirk Nowitzki","2010-11",2
"2840","DJ Mbenga","2010-11",8
"2841","DJ White","2010-11",22
"2842","Dominic McGuire","2010-11",15
"2843","Dominique Jones","2010-11",7
"2844","Donte Greene","2010-11",1
"2845","Dorell Wright","2010-11",11
"2846","Drew Gooden","2010-11",22
"2847","Dwight Howard","2010-11",6
"2848","Dwyane Wade","2010-11",3
"2849","Earl Barron","2010-11",15
"2850","Earl Boykins","2010-11",25
"2851","Earl Clark","2010-11",15
"2852","Earl Watson","2010-11",24
"2853","Ed Davis","2010-11",18
"2854","Eddie House","2010-11",1
"2855","Eduardo Najera","2010-11",24
"2856","Ekpe Udoh","2010-11",8
"2857","Elton Brand","2010-11",22
"2858","Emeka Okafor","2010-11",18
"2859","Eric Bledsoe","2010-11",10
"2860","Eric Gordon","2010-11",13
"2861","Eric Maynor","2010-11",24
"2862","Erick Dampier","2010-11",8
"2863","Ersan Ilyasova","2010-11",20
"2864","Etan Thomas","2010-11",12
"2865","Evan Turner","2010-11",15
"2866","Fabricio Oberto","2010-11",8
"2867","Francisco Elson","2010-11",19
"2868","Francisco Garcia","2010-11",1
"2869","Gani Lawal","2010-11",5
"2870","Garret Siler","2010-11",12
"2871","Garrett Temple","2010-11",23
"2872","Gary Forbes","2010-11",10
"2873","Gary Neal","2010-11",9
"2874","George Hill","2010-11",10
"2875","Gerald Henderson","2010-11",7
"2876","Gerald Wallace","2010-11",20
"2877","Gilbert Arenas","2010-11",23
"2878","Glen Davis","2010-11",22
"2879","Goran Dragic","2010-11",23
"2880","Gordon Hayward","2010-11",10
"2881","Grant Hill","2010-11",7
"2882","Greg Monroe","2010-11",21
"2883","Greivis Vasquez","2010-11",24
"2884","Hakim Warrick","2010-11",3
"2885","Hamady Ndiaye","2010-11",8
"2886","Hamed Haddadi","2010-11",18
"2887","Hasheem Thabeet","2010-11",8
"2888","Hassan Whiteside","2010-11",4
"2889","Hedo Turkoglu","2010-11",11
"2890","Henry Walker","2010-11",9
"2891","Hilton Armstrong","2010-11",18
"2892","Ian Mahinmi","2010-11",12
"2893","Ike Diogu","2010-11",21
"2894","Ime Udoka","2010-11",24
"2895","Ish Smith","2010-11",10
"2896","J.R. Smith","2010-11",11
"2897","Jamaal Magloire","2010-11",18
"2898","Jamal Crawford","2010-11",23
"2899","Jamario Moon","2010-11",11
"2900","Jameer Nelson","2010-11",23
"2901","James Anderson","2010-11",9
"2902","James Harden","2010-11",13
"2903","James Johnson","2010-11",10
"2904","James Jones","2010-11",9
"2905","James Posey","2010-11",9
"2906","Jared Dudley","2010-11",23
"2907","Jared Jeffries","2010-11",8
"2908","Jarrett Jack","2010-11",7
"2909","Jarron Collins","2010-11",8
"2910","Jason Collins","2010-11",8
"2911","Jason Kapono","2010-11",24
"2912","Jason Kidd","2010-11",9
"2913","Jason Maxiell","2010-11",21
"2914","Jason Richardson","2010-11",9
"2915","Jason Smith","2010-11",15
"2916","Jason Terry","2010-11",25
"2917","Jason Thompson","2010-11",14
"2918","Jason Williams","2010-11",24
"2919","JaVale McGee","2010-11",18
"2920","Jawad Williams","2010-11",1
"2921","Jeff Adrien","2010-11",21
"2922","Jeff Foster","2010-11",18
"2923","Jeff Green","2010-11",10
"2924","Jeff Teague","2010-11",10
"2925","Jeremy Evans","2010-11",8
"2926","Jeremy Lin","2010-11",10
"2927","Jermaine O'Neal","2010-11",21
"2928","Jermaine Taylor","2010-11",10
"2929","Jerry Stackhouse","2010-11",10
"2930","Jerryd Bayless","2010-11",13
"2931","JJ Hickson","2010-11",14
"2932","JJ Redick","2010-11",23
"2933","Joakim Noah","2010-11",18
"2934","Jodie Meeks","2010-11",9
